"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","01","Live animals","A","Annual","A","Annual","PCT","Percent","2017","","","","23.1699346405229"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","02","Meat and edible meat offal","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","03","Fish and crustaceans, molluscs and other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2017","","","","29.7761983082707"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","25.234375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","26.65"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","PCT","Percent","2017","","","","19.0625"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","PCT","Percent","2017","","","","25.6716417910448"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","PCT","Percent","2017","","","","29.8717948717949"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","PCT","Percent","2017","","","","9.87179487179487"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","PCT","Percent","2017","","","","10.1547619047619"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","8.6"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","22.421875"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","16","Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","17","Sugars and sugar confectionery","A","Annual","A","Annual","PCT","Percent","2017","","","","23.8235294117647"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","18","Cocoa and cocoa preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","20.9090909090909"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","19","Preparations of cereals, flour, starch or milk; pastrycooks' products","A","Annual","A","Annual","PCT","Percent","2017","","","","28.6842105263158"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","20","Preparations of vegetables, fruit, nuts or other parts of plants","A","Annual","A","Annual","PCT","Percent","2017","","","","27.9283216783217"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","21","Miscellaneous edible preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","26.7708333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","22","Beverages, spirits and vinegar","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","23","Residues and waste from the food industries; prepared animal fodder","A","Annual","A","Annual","PCT","Percent","2017","","","","28.2608695652174"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","24","Tobacco and manufactured tobacco substitutes","A","Annual","A","Annual","PCT","Percent","2017","","","","25.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","25","Salt; sulphur; earths and stone; plastering materials, lime and cement","A","Annual","A","Annual","PCT","Percent","2017","","","","10.5147058823529"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","26","Ores, slag and ash","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","10.046511627907"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes","A","Annual","A","Annual","PCT","Percent","2017","","","","14.3199233716475"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","29","Organic chemicals","A","Annual","A","Annual","PCT","Percent","2017","","","","14.6415584415584"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","30","Pharmaceutical products","A","Annual","A","Annual","PCT","Percent","2017","","","","4.86742424242424"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","31","Fertilisers","A","Annual","A","Annual","PCT","Percent","2017","","","","13.75"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","A","Annual","A","Annual","PCT","Percent","2017","","","","14.2329545454545"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","21.3793103448276"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","34","Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes","A","Annual","A","Annual","PCT","Percent","2017","","","","25.1902173913043"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","35","Albuminoidal substances; modified starches; glues; enzymes","A","Annual","A","Annual","PCT","Percent","2017","","","","19"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","24.375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","37","Photographic or cinematographic goods","A","Annual","A","Annual","PCT","Percent","2017","","","","15"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","38","Miscellaneous chemical products","A","Annual","A","Annual","PCT","Percent","2017","","","","15.3469899665552"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","39","Plastics and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","12.4321705426357"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","40","Rubber and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","14.6875"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","41","Raw hides and skins (other than furskins) and leather","A","Annual","A","Annual","PCT","Percent","2017","","","","12.5675675675676"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","43","Furskins and artificial fur; manufactures thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","44","Wood and articles of wood; wood charcoal","A","Annual","A","Annual","PCT","Percent","2017","","","","16.4866504854369"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","45","Cork and articles of cork","A","Annual","A","Annual","PCT","Percent","2017","","","","19.2857142857143"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","46","Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","47","Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","48","Paper and paperboard; articles of paper pulp, of paper or of paperboard","A","Annual","A","Annual","PCT","Percent","2017","","","","20.2279477947795"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","A","Annual","A","Annual","PCT","Percent","2017","","","","22.9605263157895"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","50","Silk","A","Annual","A","Annual","PCT","Percent","2017","","","","16.6666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric","A","Annual","A","Annual","PCT","Percent","2017","","","","15.3947368421053"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","52","Cotton","A","Annual","A","Annual","PCT","Percent","2017","","","","23.4274193548387"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","53","Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn","A","Annual","A","Annual","PCT","Percent","2017","","","","15.9782608695652"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","54","Manmade filaments","A","Annual","A","Annual","PCT","Percent","2017","","","","21.3958333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","55","Manmade staple fibres","A","Annual","A","Annual","PCT","Percent","2017","","","","20.8256880733945"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","56","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","23.1666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","57","Carpets and other textile floor coverings","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","58","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","A","Annual","A","Annual","PCT","Percent","2017","","","","28.2565789473684"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","59","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","A","Annual","A","Annual","PCT","Percent","2017","","","","22.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","63","Other made up textile articles; sets; worn clothing and worn textile articles; rags","A","Annual","A","Annual","PCT","Percent","2017","","","","28.2692307692308"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","64","Footwear, gaiters and the like; parts of such articles","A","Annual","A","Annual","PCT","Percent","2017","","","","28.2"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","65","Headgear and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","28.125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","66","Umbrellas, sun umbrellas, walkingsticks, seatsticks, whips, ridingcrops and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","23.3333333333333"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","67","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","68","Articles of stone, plaster, cement, asbestos, mica or similar materials","A","Annual","A","Annual","PCT","Percent","2017","","","","21.1224489795918"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","69","Ceramic products","A","Annual","A","Annual","PCT","Percent","2017","","","","23"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","70","Glass and glassware","A","Annual","A","Annual","PCT","Percent","2017","","","","19.76953125"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","PCT","Percent","2017","","","","20.9905660377358"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","PCT","Percent","2017","","","","14.0381736526946"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","PCT","Percent","2017","","","","19.4657258064516"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","74","Copper and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","15.6285714285714"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","75","Nickel and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","16.6176470588235"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","76","Aluminium and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","16.352380952381"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","78","Lead and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","13.75"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","79","Zinc and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","13.8888888888889"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","80","Tin and articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","16.8"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","81","Other base metals; cermets; articles thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","15"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","A","Annual","A","Annual","PCT","Percent","2017","","","","23.75"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","83","Miscellaneous articles of base metal","A","Annual","A","Annual","PCT","Percent","2017","","","","22.9166666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","8.49582410483573"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2017","","","","18.402944539737"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","86","Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment ","A","Annual","A","Annual","PCT","Percent","2017","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","87","Vehicles other than railway or tramway rollingstock, and parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","15.3623324161349"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","88","Aircraft, spacecraft, and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","2"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","89","Ships, boats and floating structures","A","Annual","A","Annual","PCT","Percent","2017","","","","6.94444444444444"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","90","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","11.734375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","91","Clocks and watches and parts thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","92","Musical instruments; parts and accessories of such articles","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","93","Arms and ammunition; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","17.5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates","A","Annual","A","Annual","PCT","Percent","2017","","","","29.6428571428571"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","95","Toys, games and sports requisites; parts and accessories thereof","A","Annual","A","Annual","PCT","Percent","2017","","","","30"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","96","Miscellaneous manufactured articles","A","Annual","A","Annual","PCT","Percent","2017","","","","27.0408163265306"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","012","DZA","Algeria","-","","-","HS","Harmonized System","97","Works of art, collectors' pieces and antiques","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","01","Live animals","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","01","Live animals","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","02","Meat and edible meat offal","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","02","Meat and edible meat offal","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","03","Fish and crustaceans, molluscs and other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","03","Fish and crustaceans, molluscs and other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2018","","","","0.137931034482759"
